protein_id	entry	complete8	n_common_runs	mean_lfq	mean_log2_psm	mean_log2_nsaf	mean_psm	log2_length_rel	length_method	length_n_precise_cells	length_max_abs_dev_precise	length_interval_low	length_interval_high	n_unique_peptides	log2_n_unique_peptides	n_shared_peptides	mbr_intensity_frac_mean	shared_psm_frac	log2_shared_psm_inflation	resid_log2_psm	resid_log2_nsaf
psvid_109627_sp|O15258|RER1_HUMAN	RER1_HUMAN	True	8	25.2477	3.36607	-11.7809	10.75	-1.09155	precise	8	0.00339822			5	2.32193	0	0.109595	0	-0	-0.67546	0.377859
psvid_109748_sp|Q9BRG1|VPS25_HUMAN	VPS25_HUMAN	False	2	19.1494	0.5	-14.6271	1.5	-1.24693	precise	2	0.000882678			1	0	0	0.5	0	-0		
psvid_109772_sp|P56181|NDUV3_HUMAN	NDUV3_HUMAN	False	7	22.9835	1.64169	-12.6467	3.71429	-1.95293	precise	7	0.00498551			3	1.58496	0	0.344844	0	-0		
psvid_109803_sp|Q9BZV2|S19A3_HUMAN	S19A3_HUMAN	True	8	21.8527	1.09436	-15.3929	2.375	0.248066	precise	8	0.00412958			2	1	0	0.0714061	0	-0	-0.254803	-1.08273
psvid_109873_sp|P10176|COX8A_HUMAN	COX8A_HUMAN	True	8	21.0309	0.75	-12.8921	1.75	-2.5973	precise	8	0.00314432			1	0	0	0	0	-0	-0.225215	1.5085
psvid_110016_sp|Q8N6L1|KTAP2_HUMAN	KTAP2_HUMAN	False	2	21.3675	0	-14.5848	1	-1.61826	precise	2	0.000636011			1	0	0	0	0	-0		
psvid_110062_sp|Q99720|SGMR1_HUMAN	SGMR1_HUMAN	False	7	24.6132	2.48607	-12.8495	6.85714	-0.905497	precise	7	0.00437571			4	2	0	0.0312915	0	-0		
psvid_110126_sp|Q9P0M9|RM27_HUMAN	RM27_HUMAN	False	4	19.1395	0.25	-14.5483	1.25	-1.49677	precise	4	0.00163198			1	0	0	0	0	-0		
psvid_110166_sp|A8MWD9|RUXGL_HUMAN	RUXGL_HUMAN	False	0					-2.45863	precise	8	0.00308079			0		2		1			
psvid_110213_sp|Q9NP97|DLRB1_HUMAN	DLRB1_HUMAN	False	5	21.6789	1.43399	-12.723	3.4	-2.12179	precise	6	0.00565436			2	1	1	0.222866	0.473684	0.925999		
psvid_110267_sp|Q9NUM3|S39A9_HUMAN	S39A9_HUMAN	False	5	19.1372	0.8	-15.0263	2	-0.445442	precise	5	0.00203201			2	1	0	0.218918	0	-0		
psvid_110282_sp|P00403|COX2_HUMAN	COX2_HUMAN	True	8	27.1248	3.59306	-11.7662	12.25	-0.879419	precise	8	0.00193893			8	3	0	0.0358869	0	-0	-1.87915	-1.06473
psvid_110301_sp|P01903|DRA_HUMAN	DRA_HUMAN	False	7	24.2521	3.05273	-12.4756	10.5714	-0.719436	precise	7	0.00298486			7	2.80735	1	0.470494	0.27027	0.454566		
psvid_110492_sp|P52758|RIDA_HUMAN	RIDA_HUMAN	True	8	25.6359	3.17755	-11.4527	9.375	-1.60809	precise	8	0.00269287			5	2.32193	0	0.0175406	0	-0	-1.18615	0.401775
psvid_110537_sp|Q92530|PSMF1_HUMAN	PSMF1_HUMAN	False	4	19.7489	0	-15.6645	1	-0.62291	precise	5	0.00515485			1	0	0	0	0	-0		
psvid_110612_sp|Q8N4V1|EMC5_HUMAN	EMC5_HUMAN	False	6	21.3847	0.651148	-13.8899	2	-1.67326	precise	6	0.0025626			4	2	0	0.0960852	0	-0		
psvid_11314_sp|P31689|DNJA1_HUMAN	DNJA1_HUMAN	True	8	25.5341	4.38877	-11.7763	21.25	-0.0734904	precise	8	0.00277632			14	3.80735	0	0.0409479	0	-0	0.106862	0.165204
psvid_11635_sp|P38159|RBMX_HUMAN	RBMX_HUMAN	False	6	21.872	3.18009	-12.9759	9.16667	-0.0943557	precise	6	0.00550794			3	1.58496	3	0.156477	0.654545	1.53343		
psvid_11794_sp|P62993|GRB2_HUMAN	GRB2_HUMAN	False	0					-0.945407	precise	2	0.00246524			0		0		0	-0		
psvid_12007_sp|P25398|RS12_HUMAN	RS12_HUMAN	True	8	26.9463	4.31975	-10.3337	21	-1.66227	precise	6	0.000881983			12	3.58496	0	0.0152638	0	-0	-1.03632	0.474789
psvid_1204321_sp|Q9P2C4|TM181_HUMAN	TM181_HUMAN	False	6	19.3771	0.166667	-16.2668	1.16667	0.182589	precise	7	0.00714261			1	0	0	0	0	-0		
psvid_1210404_sp|Q99766|ATP5S_HUMAN	ATP5S_HUMAN	False	2	19.862	0	-15.1685	1	-1.06297	precise	2	0.000796505			1	0	0	0	0	-0		
psvid_1210769_sp|O75015|FCG3B_HUMAN	FCG3B_HUMAN	False	0					-0.841801	precise	5	0.00332802			0		1		1			
psvid_1210968_sp|A0A8I5KQE6|RPSA2_HUMAN	RPSA2_HUMAN	False	0					-0.502465	precise	5	0.000615587			0		14		1			
psvid_1211290_sp|P49411|EFTU_HUMAN	EFTU_HUMAN	True	8	26.2924	4.72345	-11.6388	28.75	0.122955	precise	8	0.00400149			25	4.64386	0	0.172681	0	-0	-0.177346	-0.364687
psvid_1211504_sp|Q8NFD5|ARI1B_HUMAN	ARI1B_HUMAN	False	4	22.156	0	-18.7841	1	2.47327	precise	5	0.00359957			1	0	0	0	0	-0		
psvid_1211782_sp|Q9BQE5|APOL2_HUMAN	APOL2_HUMAN	True	8	25.4256	3.83354	-12.0952	14.875	-0.309599	precise	8	0.00420551			10	3.32193	0	0.143025	0	-0	-0.359163	-0.0679782
psvid_1214675_sp|Q9HA65|TBC17_HUMAN	TBC17_HUMAN	False	4	21.7391	0.646241	-16.2576	1.75	0.632815	precise	5	0.0033836			4	2	0	0.400251	0	-0		
psvid_1214927_sp|Q5SNV9|CA167_HUMAN	CA167_HUMAN	False	1	21.8804	0	-17.9388	1	1.79305	precise	1	5.38458e-14			1	0	0	0	0	-0		
psvid_1215135_sp|Q6UWV6|ENPP7_HUMAN	ENPP7_HUMAN	False	0					0.132466	precise	5	0.00520657			0		1		1			
psvid_12517_sp|P09471|GNAO_HUMAN	GNAO_HUMAN	False	7	22.2104	3.25587	-12.7572	10.1429	-0.238888	precise	8	0.00399088			6	2.58496	2	0.106938	0.74359	1.96347		
psvid_1265178_sp|P01860|IGHG3_HUMAN	IGHG3_HUMAN	True	8	22.2251	2.5124	-13.8197	6.375	0.093233	precise	8	0.00107275			4	2	3	0.383061	0.470588	0.917538	0.96444	0.406197
psvid_1265191_sp|Q5SWA1|PR15B_HUMAN	PR15B_HUMAN	False	2	21.2049	0	-17.0807	1	0.771241	precise	2	0.000688757			1	0	0	0	0	-0		
psvid_1265196_sp|P07358|CO8B_HUMAN	CO8B_HUMAN	False	4	21.7394	1.58048	-15.1748	3.25	0.500304	precise	5	0.00136551			4	2	0	0.181515	0	-0		
psvid_1265220_sp|Q96MD2|KICS2_HUMAN	KICS2_HUMAN	False	1	16.7052	0	-16.2648	1	0.0874737	precise	1	5.4734e-14			1	0	0	0	0	-0		
psvid_1265230_sp|P31213|S5A2_HUMAN	S5A2_HUMAN	False	7	23.1443	1.76662	-13.7618	4.85714	-0.718398	precise	8	0.00287034			6	2.58496	0	0.239884	0	-0		
psvid_1265237_sp|P20231|TRYB2_HUMAN	TRYB2_HUMAN	False	0					-0.603322	precise	5	0.00337282			0		2		1			
psvid_1265238_sp|Q8WW59|SPRY4_HUMAN	SPRY4_HUMAN	False	7	21.6986	1.08357	-14.1439	2.28571	-1.01378	precise	8	0.00258243			3	1.58496	0	0.173645	0	-0		
psvid_1265248_sp|Q9UHI7|S23A1_HUMAN	S23A1_HUMAN	False	2	19.0342	0	-16.8507	1	0.517463	precise	2	0.000138149			1	0	0	0	0	-0		
psvid_1265253_sp|O75023|LIRB5_HUMAN	LIRB5_HUMAN	False	7	21.2294	1.39356	-15.3449	2.71429	0.498633	precise	7	0.00368709			3	1.58496	0	0.0369267	0	-0		
psvid_12792_sp|Q9Y3L5|RAP2C_HUMAN	RAP2C_HUMAN	False	6	21.8494	2.33062	-12.7278	5.5	-1.19243	precise	8	0.00424697			2	1	4	0.166667	0.642857	1.48543		
psvid_12939_sp|Q5QNW6|H2B2F_HUMAN	H2B2F_HUMAN	False	0					-1.72922	precise	6	0.00131474			0		8		1			
psvid_12940_sp|Q16778|H2B2E_HUMAN	H2B2E_HUMAN	False	0					-1.72985	precise	8	0.00235327			0		8		1			
psvid_12944_sp|P58876|H2B1D_HUMAN	H2B1D_HUMAN	False	0					-1.72922	precise	6	0.00131474			0		8		1			
psvid_12946_sp|Q99877|H2B1N_HUMAN	H2B1N_HUMAN	False	0					-1.72922	precise	6	0.00131474			0		8		1			
psvid_12947_sp|P33778|H2B1B_HUMAN	H2B1B_HUMAN	False	0					-1.72985	precise	8	0.00235327			0		8		1			
psvid_12948_sp|P62807|H2B1C_HUMAN	H2B1C_HUMAN	False	0					-1.72922	precise	6	0.00131474			0		8		1			
psvid_12952_sp|P06899|H2B1J_HUMAN	H2B1J_HUMAN	False	0					-1.72985	precise	8	0.00235327			0		8		1			
psvid_12954_sp|O60814|H2B1K_HUMAN	H2B1K_HUMAN	False	0					-1.72922	precise	6	0.00131474			0		8		1			
psvid_13150_sp|P32969|RL9_HUMAN	RL9_HUMAN	True	8	26.7928	5.56576	-9.72887	49.875	-1.12107	precise	1	5.38458e-14			14	3.80735	0	0.00265269	0	-0	0.310468	1.17181
psvid_13228_sp|Q9NX47|MARH5_HUMAN	MARH5_HUMAN	False	7	21.0888	0.512138	-15.152	1.57143	-0.588934	precise	7	0.00449775			3	1.58496	0	0.217116	0	-0		
psvid_1350785_sp|F8W1W9|NPIB9_HUMAN	NPIB9_HUMAN	False	0					0.0522968	precise	4	0.00853534			0		1		1			
psvid_1352064_sp|Q00532|CDKL1_HUMAN	CDKL1_HUMAN	False	1	22.5083	0	-16.2201	1	-0.222228	precise	2	0.000751112			1	0	0	0	0	-0		
psvid_13656_sp|Q9Y3E0|GOT1B_HUMAN	GOT1B_HUMAN	True	8	23.6448	1.68648	-12.9546	3.375	-1.59774	precise	8	0.00258829			3	1.58496	0	0.0267052	0	-0	-0.993406	0.344648
psvid_138487_sp|Q9NX55|HYPK_HUMAN	HYPK_HUMAN	False	5	23.0244	0.916993	-13.5342	2.2	-1.78755	precise	6	0.00454784			3	1.58496	0	0.404887	0	-0		
psvid_13918_sp|Q9Y5S9|RBM8A_HUMAN	RBM8A_HUMAN	False	6	22.4525	2.35595	-12.6317	5.16667	-1.2631	precise	6	0.00293273			3	1.58496	0	0.120909	0	-0		
psvid_13934_sp|Q14240|IF4A2_HUMAN	IF4A2_HUMAN	True	8	22.2839	3.89343	-12.3067	15.125	-0.0394328	precise	8	0.00432039			5	2.32193	9	0.37829	0.85124	2.74894	2.30964	1.89468
psvid_13976_sp|P62745|RHOB_HUMAN	RHOB_HUMAN	True	8	21.8624	2.36052	-12.7858	5.5	-1.0918	precise	8	0.0036355			4	2	2	0.228311	0.386364	0.704544	1.00656	1.52318
psvid_14380_sp|Q13838|DX39B_HUMAN	DX39B_HUMAN	False	6	23.181	2.91593	-13.3692	8.66667	0.0345871	precise	8	0.00436465			4	2	7	0.258477	0.636364	1.45943		
psvid_14661_sp|Q92890|UFD1_HUMAN	UFD1_HUMAN	False	2	20.6084	0.792481	-14.908	2	-0.446094	precise	2	0.00131009			1	0	0	0	0	-0		
psvid_14695_sp|Q15771|RAB30_HUMAN	RAB30_HUMAN	False	0					-1.04199	precise	8	0.00508189			0		1		1			
psvid_151646_sp|Q5XKP0|MIC13_HUMAN	MIC13_HUMAN	True	8	23.0359	1.67484	-12.7403	3.625	-1.82378	precise	8	0.0031063			4	2	0	0.0634007	0	-0	-0.445817	0.988828
psvid_151841_sp|Q9P0U1|TOM7_HUMAN	TOM7_HUMAN	True	8	21.9796	1	-12.3127	2.25	-2.92562	precise	8	0.00280881			3	1.58496	0	0.0792166	0	-0	-0.4132	1.97791
psvid_151851_sp|P56378|ATP68_HUMAN	ATP68_HUMAN	True	8	25.7988	2.26332	-11.1277	5.5	-2.84818	precise	8	0.00570871			4	2	0	0.125229	0	-0	-2.23184	0.579005
psvid_151859_sp|Q9UHA4|LTOR3_HUMAN	LTOR3_HUMAN	True	8	23.1154	2.67708	-11.8093	6.75	-1.75307	precise	8	0.00479751			5	2.32193	0	0.0730798	0	-0	0.492212	1.86496
psvid_151902_sp|P00395|COX1_HUMAN	COX1_HUMAN	True	8	24.8287	1.57028	-14.9649	3.375	0.296076	precise	8	0.00352915			2	1	0	0	0	-0	-2.11384	-2.50136
psvid_152036_sp|Q96IX5|ATPMK_HUMAN	ATPMK_HUMAN	False	6	22.3159	0.861654	-12.51	2	-2.84948	precise	6	0.0043474			1	0	0	0	0	-0		
psvid_152111_sp|Q7Z4R8|CF120_HUMAN	CF120_HUMAN	True	8	23.5251	2.43364	-12.6757	5.5	-1.12909	precise	8	0.00310756			3	1.58496	0	0.0350304	0	-0	-0.12864	0.713408
psvid_15334_sp|Q7RTV0|PHF5A_HUMAN	PHF5A_HUMAN	False	3	21.2484	0	-14.2203	1	-1.92572	precise	3	0.000933806			2	1	0	0.155194	0	-0		
psvid_15765_sp|P28066|PSA5_HUMAN	PSA5_HUMAN	False	7	24.1172	2.56494	-12.8893	7.57143	-0.793202	precise	7	0.00318166			8	3	0	0.161685	0	-0		
psvid_15783_sp|P61978|HNRPK_HUMAN	HNRPK_HUMAN	True	8	24.6735	3.98825	-12.399	17.875	0.148385	precise	8	0.00177363			18	4.16993	0	0.0515265	0	-0	0.437614	0.180183
psvid_15859_sp|P62072|TIM10_HUMAN	TIM10_HUMAN	False	6	22.8206	1.76416	-12.2907	3.83333	-2.21418	precise	6	0.00440479			5	2.32193	0	0.148331	0	-0		
psvid_15884_sp|P60602|ROMO1_HUMAN	ROMO1_HUMAN	False	0					-2.40362	precise	1	5.4734e-14			0		0		0	-0		
psvid_159274_sp|Q92954|PRG4_HUMAN	PRG4_HUMAN	True	8	24.1952	3.49308	-14.4939	13.625	1.74876	precise	8	0.00560134			24	4.58496	0	0.325774	0	-0	0.337208	-1.58572
psvid_159356_sp|O75592|MYCB2_HUMAN	MYCB2_HUMAN	False	0					3.48751	precise	5	0.00519352			0		0		0	-0		
psvid_159380_sp|Q5XKL5|BTBD8_HUMAN	BTBD8_HUMAN	False	0					2.09968	precise	3	0.00139518			0		0		0	-0		
psvid_159525_sp|P01834|IGKC_HUMAN	IGKC_HUMAN	True	8	23.9146	2.98599	-11.2875	8.625	-1.96551	precise	8	0.00156871			6	2.58496	0	0.0220904	0	-0	0.0565145	1.8197
psvid_159685_sp|P29474|NOS3_HUMAN	NOS3_HUMAN	False	2	20.2244	1.58496	-16.3127	3	1.52361	precise	2	0.00293138			3	1.58496	0	0	0	-0		
psvid_159691_sp|Q9H307|PININ_HUMAN	PININ_HUMAN	False	6	22.1004	1.67947	-15.3506	3.33333	0.77915	precise	6	0.00304882			5	2.32193	0	0.380206	0	-0		
psvid_159720_sp|P01876|IGHA1_HUMAN	IGHA1_HUMAN	False	6	21.364	2.42512	-13.7655	5.5	-0.0699999	precise	8	0.00542237			3	1.58496	4	0	0.641026	1.47805		
psvid_159721_sp|P01877|IGHA2_HUMAN	IGHA2_HUMAN	False	0					-0.096042	precise	8	0.00467781			0		4		1			
psvid_160167_sp|Q96PC5|MIA2_HUMAN	MIA2_HUMAN	True	8	25.885	5.91517	-12.0798	60.5	1.75612	precise	8	0.00191824			29	4.85798	15	0.0521564	0.280992	0.47592	1.34841	-0.45183
psvid_160303_sp|Q6ZV29|PLPL7_HUMAN	PLPL7_HUMAN	True	8	22.1887	2.40956	-15.4865	5.625	1.65654	precise	8	0.00356448			6	2.58496	3	0.199647	0.355556	0.633872	0.883017	-1.24709
psvid_160500_sp|A7E2Y1|MYH7B_HUMAN	MYH7B_HUMAN	False	0					2.24619	precise	6	0.00214975			0		1		1			
psvid_160566_sp|Q6V1P9|PCD23_HUMAN	PCD23_HUMAN	False	1	22.7487	0	-19.318	1	3.01149	precise	1	3.61822e-13			1	0	0	0	0	-0		
psvid_160640_sp|P01861|IGHG4_HUMAN	IGHG4_HUMAN	False	0					-0.078016	precise	8	0.00259376			0		3		1			
psvid_16096_sp|Q6P2Q9|PRP8_HUMAN	PRP8_HUMAN	True	8	25.4367	4.52032	-14.2014	25.5	2.48213	precise	8	0.00651092			39	5.2854	0	0.190786	0	-0	0.318403	-2.18267
psvid_160990_sp|P16662|UD2B7_HUMAN	UD2B7_HUMAN	True	8	29.2285	7.27863	-9.46578	157.75	0.361926	interval	0		0.210927	0.512925	30	4.90689	8	0.0114286	0.295563	0.505457	0.17977	-0.0424693
psvid_162418_sp|P01859|IGHG2_HUMAN	IGHG2_HUMAN	False	3	20.4229	2.21462	-13.96	4.66667	-0.0818786	precise	6	0.00183435			2	1	2	0.333333	0.863636	2.87447		
psvid_162465_sp|Q04912|RON_HUMAN	RON_HUMAN	False	0					1.74354	precise	4	0.0017673			0		1		1			
psvid_16249_sp|P60900|PSA6_HUMAN	PSA6_HUMAN	True	8	23.2351	2.47388	-13.0005	6.75	-0.764552	precise	8	0.00286752			8	3	0	0.10663	0	-0	0.184696	0.58866
psvid_162542_sp|P00325|ADH1B_HUMAN	ADH1B_HUMAN	True	8	27.2196	7.42763	-8.6733	177.75	-0.121213	interval	0		-0.283936	0.0415091	7	2.80735	27	0.00230153	0.697609	1.72551	1.89462	1.97254
psvid_16256_sp|P61254|RL26_HUMAN	RL26_HUMAN	True	8	23.257	4.18216	-10.5536	19.125	-1.5261	precise	6	0.000959974			2	1	9	0.00600943	0.869281	2.93546	1.87348	3.02016
psvid_16258_sp|P11142|HSP7C_HUMAN	HSP7C_HUMAN	True	8	28.3544	7.00643	-9.97842	129.375	0.628802	precise	3	0.000620942			34	5.08746	15	0.0356823	0.307246	0.529586	0.647165	0.0176479
psvid_162632_sp|Q9Y672|ALG6_HUMAN	ALG6_HUMAN	False	3	19.5218	0	-16.4786	1	0.278855	precise	4	0.00433478			1	0	0	0	0	-0		
psvid_162929_sp|Q53S08|RAB6D_HUMAN	RAB6D_HUMAN	False	0					-0.717449	precise	8	0.00454539			0		3		1			
psvid_163227_sp|Q16822|PCKGM_HUMAN	PCKGM_HUMAN	True	8	27.8112	5.79596	-11.0581	60.125	0.61538	precise	8	0.00211652			37	5.20945	2	0.056825	0.0602911	0.0897141	-0.149916	-0.764758
psvid_1633336_sp|P00450|CERU_HUMAN	CERU_HUMAN	True	8	27.4681	6.50803	-11.081	92.625	1.35042	precise	8	0.00133418			46	5.52356	0	0.0302568	0	-0	0.809126	-0.588643
psvid_1633337_sp|P04114|APOB_HUMAN	APOB_HUMAN	True	8	27.4763	6.45197	-13.2365	92.875	3.44934	precise	8	0.00270788			121	6.91886	0	0.156629	0	-0	0.747464	-2.74917
psvid_1633338_sp|P03952|KLKB1_HUMAN	KLKB1_HUMAN	False	0					0.610662	precise	1	3.61822e-13			0		0		0	-0		
psvid_1633339_sp|P11182|ODB2_HUMAN	ODB2_HUMAN	True	8	26.3749	4.76068	-11.6847	27.25	0.206697	precise	8	0.00252267			21	4.39232	0	0.0552332	0	-0	-0.20221	-0.477461
psvid_1633340_sp|P12036|NFH_HUMAN	NFH_HUMAN	False	0					1.28757	precise	1	5.38458e-14			0		1		1			
psvid_1633342_sp|A0A2R8Y4L2|RA1L3_HUMAN	RA1L3_HUMAN	False	0					-0.384713	precise	8	0.00587667			0		14		1			
psvid_1633374_sp|Q13636|RAB31_HUMAN	RAB31_HUMAN	False	0					-1.09986	precise	2	0.00108813			0		1		1			
psvid_1633384_sp|Q8NFV4|ABHDB_HUMAN	ABHDB_HUMAN	False	1	19.5296	0	-15.8698	1	-0.447474	precise	1	5.38458e-14			1	0	0	0	0	-0		
psvid_1633385_sp|Q6P587|FAHD1_HUMAN	FAHD1_HUMAN	False	2	22.944	2.16096	-13.0608	4.5	-0.924782	precise	2	0.000940605			3	1.58496	0	0	0	-0		
psvid_1633386_sp|P69891|HBG1_HUMAN	HBG1_HUMAN	False	0					-1.50624	precise	8	0.00384023			0		1		1			
psvid_165080_sp|Q3I5F7|ACOT6_HUMAN	ACOT6_HUMAN	False	0					0.00800087	precise	4	0.00820733			0		1		1			
psvid_165137_sp|P01871|IGHM_HUMAN	IGHM_HUMAN	True	8	23.4905	2.67557	-13.7446	8.125	0.181472	precise	8	0.00326924			10	3.32193	0	0.227164	0	-0	0.147972	-0.330146
psvid_16572_sp|O43865|SAHH2_HUMAN	SAHH2_HUMAN	False	0					0.34434	precise	3	0.00389769			0		1		1			
psvid_165824_sp|P61960|UFM1_HUMAN	UFM1_HUMAN	True	8	23.6163	0.5	-13.4417	1.5	-2.29677	precise	8	0.00487537			3	1.58496	0	0.216486	0	-0	-2.15233	-0.120921
psvid_165868_sp|O60613|SEP15_HUMAN	SEP15_HUMAN	True	8	25.6284	3.60318	-11.2951	12.25	-1.34022	precise	8	0.00190316			8	3	0	0.0128716	0	-0	-0.754581	0.566051
psvid_166027_sp|A0A2R8Y619|H2BK1_HUMAN	H2BK1_HUMAN	False	0					-1.77642	precise	7	0.00114601			0		1		1			
psvid_166059_sp|Q9Y3P4|RHBD3_HUMAN	RHBD3_HUMAN	False	2	19.4664	0	-16.049	1	-0.112543	precise	2	0.00112295			1	0	0	0	0	-0		
psvid_166234_sp|A0M8Q6|IGLC7_HUMAN	IGLC7_HUMAN	False	0					-1.97841	precise	8	0.00389954			0		1		1			
psvid_166820_sp|Q9BWQ6|YIPF2_HUMAN	YIPF2_HUMAN	False	1	19.0211	0	-16.0343	1	-0.401487	precise	3	0.00573618			1	0	0	0	0	-0		
psvid_166891_sp|P0DOY3|IGLC3_HUMAN	IGLC3_HUMAN	False	0					-1.97904	precise	8	0.00396261			0		4		1			
psvid_167391_sp|Q8NBQ7|AQP11_HUMAN	AQP11_HUMAN	False	2	20.9979	0.5	-15.1201	1.5	-0.623751	precise	2	0.000841329			1	0	0	0	0	-0		
psvid_167601_sp|O95777|LSM8_HUMAN	LSM8_HUMAN	False	2	19.9118	1	-13.1905	2	-2.12174	precise	3	0.00561044			1	0	0	0	0	-0		
psvid_167767_sp|A0A1B0GUS4|UB2L5_HUMAN	UB2L5_HUMAN	False	0					-1.43921	precise	2	0.000167769			0		1		1			
psvid_167787_sp|P00414|COX3_HUMAN	COX3_HUMAN	True	8	20.9901	0.771241	-14.7889	1.875	-0.678746	precise	8	0.00263726			1	0	0	0	0	-0	-0.1866	-0.382913
psvid_16801_sp|P60660|MYL6_HUMAN	MYL6_HUMAN	True	8	25.0173	3.95134	-10.8192	16	-1.46828	precise	8	0.00166481			6	2.58496	3	0	0.335938	0.590609	0.10881	1.50506
psvid_17040_sp|P61923|COPZ1_HUMAN	COPZ1_HUMAN	False	7	23.4152	1.70354	-13.2978	4.57143	-1.23954	precise	7	0.00163551			5	2.32193	0	0.109136	0	-0		
psvid_17293_sp|P49207|RL34_HUMAN	RL34_HUMAN	True	8	25.8609	2.99387	-11.4085	9	-1.83616	precise	8	0.00250613			7	2.80735	0	0.118094	0	-0	-1.55282	0.241384
psvid_17573_sp|O60493|SNX3_HUMAN	SNX3_HUMAN	True	8	21.2441	0.594361	-14.277	1.75	-1.36713	precise	8	0.00355295			2	1	0	0	0	-0	-0.472497	0.0949438
psvid_17606_sp|P61313|RL15_HUMAN	RL15_HUMAN	True	8	28.5383	5.51451	-9.74155	46.5	-1.03398	precise	2	0.000373717			13	3.70044	0	0.0604715	0	-0	-0.989316	0.150949
psvid_17725_sp|P60842|IF4A1_HUMAN	IF4A1_HUMAN	True	8	24.035	4.53035	-11.6665	23.5	-0.0424612	precise	8	0.0031151			9	3.16993	9	0.0241532	0.547872	1.1452	1.5017	1.35986
psvid_17729_sp|Q9BWJ5|SF3B5_HUMAN	SF3B5_HUMAN	False	7	21.191	1.02428	-12.9366	2.14286	-2.28002	precise	8	0.00355361			2	1	0	0	0	-0		
psvid_17903_sp|P46782|RS5_HUMAN	RS5_HUMAN	True	8	26.5708	5.71815	-9.71578	53.375	-1.0286	interval	0		-1.03836	-1.01884	22	4.45943	0	0.016464	0	-0	0.616785	1.34379
psvid_17967_sp|P61006|RAB8A_HUMAN	RAB8A_HUMAN	True	8	24.4177	4.74623	-10.4944	27.625	-1.01363	precise	6	0.00114996			6	2.58496	6	0.017396	0.452489	0.869039	1.41566	2.25476
psvid_17976_sp|Q15365|PCBP1_HUMAN	PCBP1_HUMAN	True	8	24.6598	3.84042	-12.1665	14.625	-0.231956	precise	8	0.00285636			9	3.16993	5	0.0655002	0.239316	0.394631	0.301876	0.422646
psvid_18227_sp|P61086|UBE2K_HUMAN	UBE2K_HUMAN	False	1	19.8281	0	-15.2423	1	-1.06443	precise	2	0.000144733			1	0	0	0	0	-0		
psvid_18346_sp|P42766|RL35_HUMAN	RL35_HUMAN	True	8	25.7181	3.53005	-10.9444	11.75	-1.76474	precise	8	0.00168978			9	3.16993	0	0.202699	0	-0	-0.899512	0.835755
psvid_18407_sp|Q9H0U4|RAB1B_HUMAN	RAB1B_HUMAN	True	8	22.8078	4.6598	-10.5355	26.125	-1.05527	precise	6	0.000626564			4	2	10	0.0527427	0.712919	1.80047	2.71067	3.35045
psvid_18452_sp|P53680|AP2S1_HUMAN	AP2S1_HUMAN	True	8	22.7469	2.191	-12.4912	4.75	-1.5563	precise	8	0.00365236			4	2	0	0.0868913	0	-0	0.286737	1.43848
psvid_18614_sp|P62987|RL40_HUMAN	RL40_HUMAN	False	0					-1.70618	precise	3	0.0022198			0		6		1			
psvid_18626_sp|P63167|DYL1_HUMAN	DYL1_HUMAN	True	8	20.7972	1.92484	-12.0823	4.5	-2.2313	precise	8	0.00458242			1	0	1	0	0.527778	1.08246	1.04887	2.34767
psvid_1867_sp|P05783|K1C18_HUMAN	K1C18_HUMAN	False	7	24.8466	4.24382	-12.038	28.7143	0.0416599	precise	7	0.00270809			20	4.32193	3	0.151702	0.144279	0.224787		
psvid_18911_sp|Q9Y5J7|TIM9_HUMAN	TIM9_HUMAN	True	8	23.3692	2.19608	-11.813	4.875	-2.22898	precise	8	0.00398614			5	2.32193	0	0.200669	0	-0	-0.213561	1.68447
psvid_18957_sp|P62328|TYB4_HUMAN	TYB4_HUMAN	True	8	22.8316	2.63143	-10.3973	6.625	-3.24739	precise	6	0.000642774			5	2.32193	0	0.0638647	0	-0	0.664695	3.47188
psvid_18968_sp|P62760|VISL1_HUMAN	VISL1_HUMAN	False	5	23.7033	2.09837	-13.0388	4.8	-1.12893	precise	5	0.00310182			6	2.58496	1	0.210221	0.0416667	0.0614005		
psvid_18980_sp|P61165|TM258_HUMAN	TM258_HUMAN	True	8	24.471	1.07312	-12.7612	2.25	-2.40419	precise	8	0.00421764			2	1	0	0	0	-0	-2.30135	-0.0462303
psvid_19362_sp|P63104|1433Z_HUMAN	1433Z_HUMAN	True	8	24.1906	3.79457	-11.6744	14	-0.769204	precise	8	0.00337096			6	2.58496	4	0.18703	0.330357	0.578536	0.642295	1.23725
psvid_19404_sp|Q4G0X4|KCD21_HUMAN	KCD21_HUMAN	False	1	19.3899	0	-15.6314	1	-0.685752	precise	4	0.00324522			1	0	1	0	0.8	2.32193		
psvid_19721_sp|Q9BTE7|DCNL5_HUMAN	DCNL5_HUMAN	False	3	19.1158	0.333333	-15.156	1.33333	-0.818659	precise	3	0.00257938			1	0	0	0	0	-0		
psvid_19780_sp|P61247|RS3A_HUMAN	RS3A_HUMAN	True	8	28.1744	5.88855	-9.86087	60.125	-0.662102	precise	2	0.000314644			26	4.70044	0	0.0325872	0	-0	-0.332318	0.234526
psvid_19791_sp|P62318|SMD3_HUMAN	SMD3_HUMAN	True	8	22.8454	2.15076	-12.3574	4.75	-1.73098	precise	8	0.00289328			3	1.58496	0	0	0	-0	0.17373	1.50211
