protein_id	entry	sample_id	batch	condition	has_lfq	has_psm	in_common	complete8	lfq	psm	log2_psm	log2_psm_runnorm	nsaf	log2_nsaf	nsaf_precise	log2_length_rel	psm_bin	resid_log2_psm	resid_log2_nsaf	resid_lfq_given_psm	lfq_decile	n_unique_peptides_msms_run	n_unique_peptides_mbr_run	mbr_intensity_frac_run	shared_psm_frac_run	fit_log2_psm_given_lfq	fit_log2_nsaf_given_lfq
psvid_107450_sp|Q5UCC4|EMC10_HUMAN	EMC10_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	21.2374	2	1	0.730343	3.58e-05	-14.7697	True	-0.674203	2-3	0.175498	0.441802	-0.600656	2	1	0	0	0	0.824502	-15.2115
psvid_107485_sp|O43676|NDUB3_HUMAN	NDUB3_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	24.3225	7	2.80735	2.5377	0.000335	-11.5436	True	-2.09162	4-7	-0.516869	1.26644	0.764054	7	3	0	0	0	3.32422	-12.81
psvid_107946_sp|P02743|SAMP_HUMAN	SAMP_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	27.4195	26	4.70044	4.43078	0.000547	-10.8362	True	-0.905698	16-31	-0.979147	-0.288911	1.60451	10	9	0	0	0	5.67959	-10.5473
psvid_107989_sp|Q9NRX6|KISHB_HUMAN	KISHB_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	20.747	1	0	-0.269657	6.34e-05	-13.9452	True	-2.49748	1	-0.606569	1.48227	-0.140917	2	1	0	0	0	0.606569	-15.4274
psvid_10809_sp|P27348|1433T_HUMAN	1433T_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	22.2959	13	3.70044	3.43078	0.000249	-11.9716	True	-0.769275	8-15	2.2149	2.61849	-2.28224	3	5	0	0	0.461538	1.48554	-14.5901
psvid_108189_sp|Q0VGL1|LTOR4_HUMAN	LTOR4_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	19.8	2	1	0.730343	9.48e-05	-13.3648	True	-2.0768	2-3	0.671312	2.42289	-2.03805	1	1	0	0	0	0.328688	-15.7876
psvid_108526_sp|L0R6Q1|S35U4_HUMAN	S35U4_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	21.7342	1	0	-0.269657	4.56e-05	-14.4206	True	-2.02038	1	-1.10502	0.536536	0.846279	3	1	0	0	0	1.10502	-14.9571
psvid_10853_sp|P06753|TPM3_HUMAN	TPM3_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	22.3463	11	3.45943	3.18977	0.000181	-12.4317	True	-0.551472	8-15	1.93528	2.11956	-1.95888	3	2	1	0.173262	0.818182	1.52415	-14.5513
psvid_108581_sp|Q9P2X0|DPM3_HUMAN	DPM3_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	23.1481	8	3	2.73034	0.000408	-11.2591	True	-2.18397	8-15	0.787131	2.60147	-0.634379	5	2	0	0	0	2.21287	-13.8606
psvid_108644_sp|Q86YN1|DOPP1_HUMAN	DOPP1_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	22.3475	2	1	0.730343	3.94e-05	-14.6314	True	-0.811278	2-3	-0.525077	-0.0811041	0.509445	3	1	0	0	0	1.52508	-14.5503
psvid_108755_sp|Q9BUN8|DERL1_HUMAN	DERL1_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	24.6439	5	2.32193	2.05227	9.35e-05	-13.3847	True	-0.735501	4-7	-1.27	-0.820322	1.59056	7	4	0	0	0	3.59193	-12.5644
psvid_108758_sp|Q86X83|COMD2_HUMAN	COMD2_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	18.3984	1	0	-0.269657	2.36e-05	-15.3709	True	-1.07028	1	-0.0415953	0.933566	-2.48953	1	1	0	0	0	0.0415953	-16.3044
psvid_108796_sp|Q15125|EBP_HUMAN	EBP_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	24.5711	7	2.80735	2.5377	0.000143	-12.7717	True	-0.861334	4-7	-0.724794	-0.152087	1.01261	7	2	0	0	0	3.53215	-12.6196
psvid_108947_sp|O14949|QCR8_HUMAN	QCR8_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	25.5353	11	3.45943	3.18977	0.00063	-10.6324	True	-2.34869	8-15	-0.859884	1.23826	1.23006	8	5	1	0.173019	0	4.31932	-11.8706
psvid_109057_sp|P61018|RAB4B_HUMAN	RAB4B_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	19.7113	8	3	2.73034	0.000176	-12.4721	True	-0.972089	8-15	2.69167	3.34723	-4.07125	1	1	0	0	0.875	0.308333	-15.8194
psvid_109397_sp|Q9UBQ0|VPS29_HUMAN	VPS29_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	21.123	3	1.58496	1.31531	7.74e-05	-13.6573	True	-1.19995	2-3	0.81653	1.60602	-1.25548	2	2	0	0	0	0.768432	-15.2633
psvid_109445_sp|P30050|RL12_HUMAN	RL12_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	28.3078	44	5.45943	5.18977	0.001	-9.96578	False	-1.40453	>=32	-0.880705	0.0392679	1.53418	10	7	1	0.00475869	0	6.34014	-10.0051
psvid_109548_sp|Q6RW13|ATRAP_HUMAN	ATRAP_HUMAN	AZ905	B2021-05-06	control	False	True	False	False		1	0	-0.269657	2.95e-05	-15.0489	True	-1.39469	1					0	0		0		
psvid_109627_sp|O15258|RER1_HUMAN	RER1_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	24.9111	9	3.16993	2.90027	0.000216	-12.1767	True	-1.09155	8-15	-0.64043	0.184769	0.934672	8	4	0	0	0	3.81036	-12.3614
psvid_109748_sp|Q9BRG1|VPS25_HUMAN	VPS25_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	19.1031	2	1	0.730343	5.33e-05	-14.1955	True	-1.24693	2-3	0.822407	1.84536	-2.73495	1	1	0	0	0	0.177593	-16.0409
psvid_109772_sp|P56181|NDUV3_HUMAN	NDUV3_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	23.1635	8	3	2.73034	0.000348	-11.4886	True	-1.95293	8-15	0.772535	2.35791	-0.618994	5	3	0	0	0	2.22746	-13.8465
psvid_109803_sp|Q9BZV2|S19A3_HUMAN	S19A3_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	22.1536	3	1.58496	1.31531	2.84e-05	-15.1037	True	0.248066	2-3	0.204624	-0.410809	-0.224887	3	2	0	0	0	1.38034	-14.6929
psvid_109873_sp|P10176|COX8A_HUMAN	COX8A_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	21.1017	2	1	0.730343	0.000136	-12.8441	True	-2.5973	2-3	0.241758	2.42883	-0.736378	2	1	0	0	0	0.758242	-15.2729
psvid_110062_sp|Q99720|SGMR1_HUMAN	SGMR1_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	25.2668	11	3.45943	3.18977	0.000232	-12.0736	True	-0.905497	8-15	-0.641797	0.010677	0.961623	8	4	0	0	0	4.10123	-12.0843
psvid_110126_sp|Q9P0M9|RM27_HUMAN	RM27_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	19.7268	1	0	-0.269657	3.17e-05	-14.9452	True	-1.49677	1	-0.311883	0.868643	-1.16115	1	1	0	0	0	0.311883	-15.8138
psvid_110166_sp|A8MWD9|RUXGL_HUMAN	RUXGL_HUMAN	AZ905	B2021-05-06	control	False	True	False	False		3	1.58496	1.31531	0.000185	-12.4002	True	-2.45863	2-3					0	0		1		
psvid_110213_sp|Q9NP97|DLRB1_HUMAN	DLRB1_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	20.9113	2	1	0.730343	9.78e-05	-13.3198	True	-2.12179	2-3	0.326928	2.03733	-0.926738	2	1	1	0.452787	0.5	0.673072	-15.3571
psvid_110267_sp|Q9NUM3|S39A9_HUMAN	S39A9_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	18.3183	2	1	0.730343	3.06e-05	-14.9961	True	-0.445442	2-3	0.972991	1.33828	-3.51976	1	2	0	0	0	0.0270095	-16.3344
psvid_110282_sp|P00403|COX2_HUMAN	COX2_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	27.478	13	3.70044	3.43078	0.000269	-11.8601	True	-0.879419	8-15	-2.02083	-1.34841	2.89983	10	5	1	0.080956	0	5.72127	-10.5117
psvid_110301_sp|P01903|DRA_HUMAN	DRA_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	23.644	12	3.58496	3.31531	0.000222	-12.1372	True	-0.719436	8-15	0.886914	1.25784	-0.80217	6	2	3	0.479842	0.333333	2.69805	-13.395
psvid_110492_sp|P52758|RIDA_HUMAN	RIDA_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	26.33	15	3.90689	3.63723	0.000514	-10.9259	True	-1.60809	8-15	-1.01872	0.327314	1.51473	9	5	0	0	0	4.92561	-11.2533
psvid_110537_sp|Q92530|PSMF1_HUMAN	PSMF1_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	20.1919	1	0	-0.269657	1.73e-05	-15.8189	True	-0.62291	1	-0.427214	-0.171945	-0.6961	1	1	0	0	0	0.427214	-15.6469
psvid_110612_sp|Q8N4V1|EMC5_HUMAN	EMC5_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	21.063	1	0	-0.269657	3.58e-05	-14.7697	True	-1.67326	1	-0.7404	0.520546	0.175086	2	1	0	0	0	0.7404	-15.2902
psvid_11314_sp|P31689|DNJA1_HUMAN	DNJA1_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	25.6544	26	4.70044	4.43078	0.000307	-11.6695	True	-0.0734904	16-31	0.284984	0.105287	-0.160547	8	12	0	0	0	4.41546	-11.7748
psvid_11635_sp|P38159|RBMX_HUMAN	RBMX_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	21.3683	9	3.16993	2.90027	0.000108	-13.1767	True	-0.0943557	8-15	2.27722	1.97419	-2.60805	2	2	1	0.249225	0.777778	0.892703	-15.1509
psvid_11794_sp|P62993|GRB2_HUMAN	GRB2_HUMAN	AZ905	B2021-05-06	control	False	True	False	False		1	0	-0.269657	2.16e-05	-15.4986	True	-0.945407	1					0	0		0		
psvid_12007_sp|P25398|RS12_HUMAN	RS12_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	27.1954	24	4.58496	4.31531	0.000853	-10.1952	True	-1.66227	16-31	-0.937353	0.49057	1.53309	10	7	1	0.0075591	0	5.52232	-10.6857
psvid_1204321_sp|Q9P2C4|TM181_HUMAN	TM181_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	19.842	2	1	0.730343	1.98e-05	-15.6241	True	0.182589	2-3	0.661463	0.148539	-1.99608	1	1	0	0	0	0.338537	-15.7727
psvid_1210769_sp|O75015|FCG3B_HUMAN	FCG3B_HUMAN	AZ905	B2021-05-06	control	False	True	False	False		1	0	-0.269657	2.01e-05	-15.6024	True	-0.841801	1					0	0		1		
psvid_1210968_sp|A0A8I5KQE6|RPSA2_HUMAN	RPSA2_HUMAN	AZ905	B2021-05-06	control	False	True	False	False		56	5.80735	5.5377	0.000891	-10.1323	True	-0.502465	>=32					0	0		1		
psvid_1211290_sp|P49411|EFTU_HUMAN	EFTU_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	26.5172	41	5.35755	5.0879	0.000423	-11.2071	True	0.122955	>=32	0.300806	-0.084587	-0.13126	9	20	1	0.0550088	0	5.05675	-11.1225
psvid_1211504_sp|Q8NFD5|ARI1B_HUMAN	ARI1B_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	22.1262	1	0	-0.269657	2.02e-06	-18.9172	True	2.47327	1	-1.36092	-4.20558	1.23826	3	1	0	0	0	1.36092	-14.7116
psvid_1211782_sp|Q9BQE5|APOL2_HUMAN	APOL2_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	25.179	11	3.45943	3.18977	0.000153	-12.6742	True	-0.309599	8-15	-0.570374	-0.520623	0.87384	8	6	2	0.262495	0	4.02981	-12.1536
psvid_1214675_sp|Q9HA65|TBC17_HUMAN	TBC17_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	21.6489	1	0	-0.269657	7.24e-06	-17.0756	True	0.632815	1	-1.05334	-2.06968	0.76099	2	1	1	0.601006	0	1.05334	-15.0059
psvid_1215135_sp|Q6UWV6|ENPP7_HUMAN	ENPP7_HUMAN	AZ905	B2021-05-06	control	False	True	False	False		2	1	0.730343	2.05e-05	-15.574	True	0.132466	2-3					0	0		1		
psvid_12517_sp|P09471|GNAO_HUMAN	GNAO_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	22.2625	20	4.32193	4.05227	0.000265	-11.8817	True	-0.238888	16-31	2.86174	2.73352	-3.05964	3	6	0	0	0.65	1.46019	-14.6152
psvid_1265178_sp|P01860|IGHG3_HUMAN	IGHG3_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	22.4691	13	3.70044	3.43078	0.000137	-12.8335	True	0.093233	8-15	2.07954	1.61837	-2.10904	4	4	0	0	0.230769	1.6209	-14.4519
psvid_1265191_sp|Q5SWA1|PR15B_HUMAN	PR15B_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	21.0885	1	0	-0.269657	6.58e-06	-17.2135	True	0.771241	1	-0.752099	-1.93462	0.200506	2	1	0	0	0	0.752099	-15.2789
psvid_1265196_sp|P07358|CO8B_HUMAN	CO8B_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	21.0593	2	1	0.730343	1.59e-05	-15.9406	True	0.500304	2-3	0.261329	-0.648707	-0.778784	2	2	1	0.27522	0	0.738671	-15.2919
psvid_1265230_sp|P31213|S5A2_HUMAN	S5A2_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	22.2932	4	2	1.73034	7.39e-05	-13.7241	True	-0.718398	4-7	0.516537	0.868053	-0.464064	3	3	1	0.0661891	0	1.48346	-14.5921
psvid_1265237_sp|P20231|TRYB2_HUMAN	TRYB2_HUMAN	AZ905	B2021-05-06	control	False	True	False	False		1	0	-0.269657	1.71e-05	-15.8356	True	-0.603322	1					0	0		1		
psvid_1265238_sp|Q8WW59|SPRY4_HUMAN	SPRY4_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	21.4268	2	1	0.730343	4.54e-05	-14.4269	True	-1.01378	2-3	0.0754923	0.695887	-0.411224	2	1	1	0.271961	0	0.924508	-15.1228
psvid_1265248_sp|Q9UHI7|S23A1_HUMAN	S23A1_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	18.9816	1	0	-0.269657	7.85e-06	-16.9589	True	0.517463	1	-0.152962	-0.87291	-1.90639	1	1	0	0	0	0.152962	-16.086
psvid_1265253_sp|O75023|LIRB5_HUMAN	LIRB5_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	21.0647	4	2	1.73034	3.18e-05	-14.9406	True	0.498633	4-7	1.25883	0.348866	-1.69254	2	3	0	0	0	0.741169	-15.2895
psvid_12792_sp|Q9Y3L5|RAP2C_HUMAN	RAP2C_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	21.9788	6	2.58496	2.31531	0.000154	-12.6648	True	-1.19243	4-7	1.32498	2.14385	-1.34642	3	2	0	0	0.666667	1.25998	-14.8086
psvid_12939_sp|Q5QNW6|H2B2F_HUMAN	H2B2F_HUMAN	AZ905	B2021-05-06	control	False	True	False	False		14	3.80735	3.5377	0.000522	-10.9037	True	-1.72922	8-15					0	0		1		
psvid_12940_sp|Q16778|H2B2E_HUMAN	H2B2E_HUMAN	AZ905	B2021-05-06	control	False	True	False	False		11	3.45943	3.18977	0.00041	-11.2521	True	-1.72985	8-15					0	0		1		
psvid_12944_sp|P58876|H2B1D_HUMAN	H2B1D_HUMAN	AZ905	B2021-05-06	control	False	True	False	False		14	3.80735	3.5377	0.000522	-10.9037	True	-1.72922	8-15					0	0		1		
psvid_12946_sp|Q99877|H2B1N_HUMAN	H2B1N_HUMAN	AZ905	B2021-05-06	control	False	True	False	False		14	3.80735	3.5377	0.000522	-10.9037	True	-1.72922	8-15					0	0		1		
psvid_12947_sp|P33778|H2B1B_HUMAN	H2B1B_HUMAN	AZ905	B2021-05-06	control	False	True	False	False		11	3.45943	3.18977	0.00041	-11.2521	True	-1.72985	8-15					0	0		1		
psvid_12948_sp|P62807|H2B1C_HUMAN	H2B1C_HUMAN	AZ905	B2021-05-06	control	False	True	False	False		14	3.80735	3.5377	0.000522	-10.9037	True	-1.72922	8-15					0	0		1		
psvid_12952_sp|P06899|H2B1J_HUMAN	H2B1J_HUMAN	AZ905	B2021-05-06	control	False	True	False	False		11	3.45943	3.18977	0.00041	-11.2521	True	-1.72985	8-15					0	0		1		
psvid_12954_sp|O60814|H2B1K_HUMAN	H2B1K_HUMAN	AZ905	B2021-05-06	control	False	True	False	False		14	3.80735	3.5377	0.000522	-10.9037	True	-1.72922	8-15					0	0		1		
psvid_13150_sp|P32969|RL9_HUMAN	RL9_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	26.9704	51	5.67243	5.40277	0.001	-9.96578	False	-1.12107	>=32	0.305078	0.861843	-0.0564432	9	11	1	0.0050814	0	5.36735	-10.8276
psvid_13228_sp|Q9NX47|MARH5_HUMAN	MARH5_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	21.2763	3	1.58496	1.31531	5.07e-05	-14.2677	True	-0.588934	2-3	0.740658	0.926014	-1.10214	2	2	1	0.31587	0	0.844305	-15.1937
psvid_1350785_sp|F8W1W9|NPIB9_HUMAN	NPIB9_HUMAN	AZ905	B2021-05-06	control	False	True	False	False		1	0	-0.269657	1.09e-05	-16.4853	True	0.0522968	1					0	0		1		
psvid_1352064_sp|Q00532|CDKL1_HUMAN	CDKL1_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	22.5083	1	0	-0.269657	1.31e-05	-16.2201	True	-0.222228	1	-1.65251	-1.80098	1.62039	4	1	0	0	0	1.65251	-14.4191
psvid_13656_sp|Q9Y3E0|GOT1B_HUMAN	GOT1B_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	23.131	3	1.58496	1.31531	0.000102	-13.2591	True	-1.59774	2-3	-0.611904	0.616865	0.752527	5	3	0	0	0	2.19687	-13.876
psvid_138487_sp|Q9NX55|HYPK_HUMAN	HYPK_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	22.8535	3	1.58496	1.31531	0.000116	-13.0736	True	-1.78755	2-3	-0.360177	1.04657	0.475054	4	1	1	0.27829	0	1.94514	-14.1202
psvid_13918_sp|Q9Y5S9|RBM8A_HUMAN	RBM8A_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	21.8851	5	2.32193	2.05227	0.000135	-12.8548	True	-1.2631	4-7	1.12269	2.01226	-1.16826	3	3	0	0	0	1.19923	-14.867
psvid_13934_sp|Q14240|IF4A2_HUMAN	IF4A2_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	22.4293	22	4.45943	4.18977	0.000254	-11.9429	True	-0.0394328	16-31	2.87027	2.54188	-3.069	4	3	0	0	0.727273	1.58916	-14.4848
psvid_13976_sp|P62745|RHOB_HUMAN	RHOB_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	21.8501	7	2.80735	2.5377	0.000168	-12.5393	True	-1.0918	4-7	1.63031	2.34905	-1.70832	3	3	0	0	0.428571	1.17704	-14.8883
psvid_14380_sp|Q13838|DX39B_HUMAN	DX39B_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	22.344	3	1.58496	1.31531	3.29e-05	-14.8916	True	0.0345871	2-3	0.0626095	-0.338437	-0.0344714	3	1	1	0.386157	0.333333	1.52235	-14.5531
psvid_14695_sp|Q15771|RAB30_HUMAN	RAB30_HUMAN	AZ905	B2021-05-06	control	False	True	False	False		6	2.58496	2.31531	0.000139	-12.8126	True	-1.04199	4-7					0	0		1		
psvid_151646_sp|Q5XKP0|MIC13_HUMAN	MIC13_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	23.1858	5	2.32193	2.05227	0.000199	-12.2949	True	-1.82378	4-7	0.0733045	1.53118	0.132444	5	3	0	0	0	2.24862	-13.8261
psvid_151841_sp|Q9P0U1|TOM7_HUMAN	TOM7_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	22.1878	2	1	0.730343	0.000171	-12.5137	True	-2.92562	2-3	-0.405158	2.15521	0.34974	3	2	0	0	0	1.40516	-14.6689
psvid_151851_sp|P56378|ATP68_HUMAN	ATP68_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	25.5882	8	3	2.73034	0.000647	-10.5939	True	-2.84818	8-15	-1.36218	1.23419	1.80568	8	4	0	0	0	4.36218	-11.8281
psvid_151859_sp|Q9UHA4|LTOR3_HUMAN	LTOR3_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	23.2094	9	3.16993	2.90027	0.000341	-11.5179	True	-1.75307	8-15	0.898942	2.28661	-0.76701	5	5	0	0	0	2.27098	-13.8046
psvid_151902_sp|P00395|COX1_HUMAN	COX1_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	24.7519	3	1.58496	1.31531	2.75e-05	-15.1502	True	0.296076	2-3	-2.09519	-2.6677	2.37339	7	2	0	0	0	3.68015	-12.4825
psvid_152111_sp|Q7Z4R8|CF120_HUMAN	CF120_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	23.568	7	2.80735	2.5377	0.000172	-12.5053	True	-1.12909	4-7	0.184486	0.960804	0.00954865	5	3	0	0	0	2.62287	-13.4661
psvid_15765_sp|P28066|PSA5_HUMAN	PSA5_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	24.1173	7	2.80735	2.5377	0.000136	-12.8441	True	-0.793202	4-7	-0.337438	0.131282	0.55886	6	6	1	0.134918	0	3.14479	-12.9754
psvid_15783_sp|P61978|HNRPK_HUMAN	HNRPK_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	24.4315	15	3.90689	3.63723	0.000152	-12.6836	True	0.148385	8-15	0.490503	0.0421511	-0.38377	7	9	1	0.0152438	0	3.41639	-12.7258
psvid_15859_sp|P62072|TIM10_HUMAN	TIM10_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	23.2749	4	2	1.73034	0.000209	-12.2242	True	-2.21418	4-7	-0.334025	1.51931	0.517597	5	2	0	0	0	2.33403	-13.7435
psvid_159274_sp|Q92954|PRG4_HUMAN	PRG4_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	24.0627	15	3.90689	3.63723	5.02e-05	-14.282	True	1.74876	8-15	0.811504	-1.26036	-0.752652	6	9	6	0.486607	0	3.09539	-13.0216
psvid_159356_sp|O75592|MYCB2_HUMAN	MYCB2_HUMAN	AZ905	B2021-05-06	control	False	True	False	False		1	0	-0.269657	1e-06	-19.9316	True	3.48751	1					0	0		0		
psvid_159380_sp|Q5XKL5|BTBD8_HUMAN	BTBD8_HUMAN	AZ905	B2021-05-06	control	False	True	False	False		1	0	-0.269657	2.62e-06	-18.542	True	2.09968	1					0	0		0		
psvid_159525_sp|P01834|IGKC_HUMAN	IGKC_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	23.9747	12	3.58496	3.31531	0.000526	-10.8926	True	-1.96551	8-15	0.569999	2.20452	-0.471456	6	4	0	0	0	3.01496	-13.0972
psvid_159685_sp|P29474|NOS3_HUMAN	NOS3_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	20.5413	3	1.58496	1.31531	1.17e-05	-16.3831	True	1.52361	2-3	1.0521	-0.870876	-1.83714	1	3	0	0	0	0.53286	-15.5123
psvid_159691_sp|Q9H307|PININ_HUMAN	PININ_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	21.4959	3	1.58496	1.31531	1.96e-05	-15.6388	True	0.77915	2-3	0.621621	-0.550437	-0.882571	2	3	1	0.29718	0	0.963342	-15.0883
psvid_159720_sp|P01876|IGHA1_HUMAN	IGHA1_HUMAN	AZ905	B2021-05-06	control	True	True	True	False	21.9259	6	2.58496	2.31531	7.08e-05	-13.7859	True	-0.0699999	4-7	1.35967	1.0561	-1.39937	3	1	0	0	0.5	1.22529	-14.842
psvid_159721_sp|P01877|IGHA2_HUMAN	IGHA2_HUMAN	AZ905	B2021-05-06	control	False	True	False	False		3	1.58496	1.31531	3.6e-05	-14.7616	True	-0.096042	2-3					0	0		1		
psvid_160167_sp|Q96PC5|MIA2_HUMAN	MIA2_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	25.6205	59	5.88264	5.61299	0.000196	-12.3169	True	1.75612	>=32	1.49442	-0.514792	-1.65342	8	24	3	0.0324296	0.237288	4.38822	-11.8021
psvid_160303_sp|Q6ZV29|PLPL7_HUMAN	PLPL7_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	21.787	6	2.58496	2.31531	2.14e-05	-15.512	True	1.65654	4-7	1.44737	-0.58595	-1.53822	3	3	0	0	0.333333	1.13759	-14.9261
psvid_160500_sp|A7E2Y1|MYH7B_HUMAN	MYH7B_HUMAN	AZ905	B2021-05-06	control	False	True	False	False		1	0	-0.269657	2.37e-06	-18.6867	True	2.24619	1					0	0		1		
psvid_160566_sp|Q6V1P9|PCD23_HUMAN	PCD23_HUMAN	AZ905	B2021-05-06	control	True	False	False	False	23.0442						False	3.01149						0	1	1			
psvid_160640_sp|P01861|IGHG4_HUMAN	IGHG4_HUMAN	AZ905	B2021-05-06	control	False	True	False	False		3	1.58496	1.31531	3.56e-05	-14.7778	True	-0.078016	2-3					0	0		1		
psvid_16096_sp|Q6P2Q9|PRP8_HUMAN	PRP8_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	25.1692	18	4.16993	3.90027	3.62e-05	-14.7537	True	2.48213	16-31	0.148199	-2.59233	0.0413686	8	15	9	0.358381	0	4.02173	-12.1613
psvid_160990_sp|P16662|UD2B7_HUMAN	UD2B7_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	28.7884	146	7.18982	6.92017	0.001	-9.96578	False	0.361926	>=32	0.459997	-0.279987	0.0810299	10	22	3	0.0114845	0.287671	6.72983	-9.6858
psvid_162418_sp|P01859|IGHG2_HUMAN	IGHG2_HUMAN	AZ905	B2021-05-06	control	False	True	False	False		6	2.58496	2.31531	7.13e-05	-13.7757	True	-0.0818786	4-7					0	0		1		
psvid_16249_sp|P60900|PSA6_HUMAN	PSA6_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	23.4917	10	3.32193	3.05227	0.000191	-12.3541	True	-0.764552	8-15	0.774784	1.18411	-0.655357	5	8	0	0	0	2.54714	-13.5383
psvid_162542_sp|P00325|ADH1B_HUMAN	ADH1B_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	27.6756	229	7.8392	7.56955	0.003	-8.38082	False	-0.121213	>=32	1.97551	2.01195	-1.67961	10	7	0	0	0.646288	5.86369	-10.3928
psvid_16256_sp|P61254|RL26_HUMAN	RL26_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	23.6372	25	4.64386	4.3742	0.000809	-10.2716	True	-1.5261	16-31	1.95245	3.12966	-2.10268	6	2	0	0	0.92	2.69141	-13.4012
psvid_16258_sp|P11142|HSP7C_HUMAN	HSP7C_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	28.2212	143	7.15987	6.89021	0.001	-9.96578	False	0.628802	>=32	0.887723	0.0944298	-0.454443	10	25	2	0.0407119	0.314685	6.27215	-10.0602
psvid_162929_sp|Q53S08|RAB6D_HUMAN	RAB6D_HUMAN	AZ905	B2021-05-06	control	False	True	False	False		3	1.58496	1.31531	5.54e-05	-14.1398	True	-0.717449	2-3					0	0		1		
psvid_163227_sp|Q16822|PCKGM_HUMAN	PCKGM_HUMAN	AZ905	B2021-05-06	control	True	True	True	True	27.5356	62	5.9542	5.68454	0.000455	-11.1018	True	0.61538	>=32	0.191692	-0.624941	0.179728	10	29	3	0.0505222	0.0483871	5.7625	-10.4769
